states,regions,latitude,longitude,dates,usage
Kerala,SR,8.900372741,76.56999263,2019-07-19,83.3
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-19,349.7
Pondy,SR,11.93499371,79.83000037,2019-07-19,8.4
Bihar,ER,25.78541445,87.4799727,2019-07-19,76.4
Jharkhand,ER,23.80039349,86.41998572,2019-07-19,23.6
Odisha,ER,19.82042971,85.90001746,2019-07-19,85.1
West Bengal,ER,22.58039044,88.32994665,2019-07-19,148.9
Sikkim,ER,27.3333303,88.6166475,2019-07-19,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-19,2.1
Assam,NER,26.7499809,94.21666744,2019-07-19,23.4
Manipur,NER,24.79997072,93.95001705,2019-07-19,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-07-19,5.9
Mizoram,NER,23.71039899,92.72001461,2019-07-19,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-19,2.2
Tripura,NER,23.83540428,91.27999914,2019-07-19,3.9
Punjab,NR,31.51997398,75.98000281,2019-07-20,115.1
Haryana,NR,28.45000633,77.01999101,2019-07-20,98.4
Rajasthan,NR,26.44999921,74.63998124,2019-07-20,187.8
Delhi,NR,28.6699929,77.23000403,2019-07-20,46.1
UP,NR,27.59998069,78.05000565,2019-07-20,274.1
Uttarakhand,NR,30.32040895,78.05000565,2019-07-20,23.1
HP,NR,31.10002545,77.16659704,2019-07-20,18.9
J&K,NR,33.45,76.24,2019-07-20,45.4
Chandigarh,NR,30.71999697,76.78000565,2019-07-20,2.5
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-20,69.9
Gujarat,WR,22.2587,71.1924,2019-07-20,256.6
MP,WR,21.30039105,76.13001949,2019-07-20,186.3
Maharashtra,WR,19.25023195,73.16017493,2019-07-20,406.8
Goa,WR,15.491997,73.81800065,2019-07-20,9.3
DNH,WR,20.26657819,73.0166178,2019-07-20,12.1
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-20,193.1
Telangana,SR,18.1124,79.0193,2019-07-20,218.0
Karnataka,SR,12.57038129,76.91999711,2019-07-20,247.6
Kerala,SR,8.900372741,76.56999263,2019-07-20,81.4
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-20,339.8
Pondy,SR,11.93499371,79.83000037,2019-07-20,7.5
Bihar,ER,25.78541445,87.4799727,2019-07-20,72.9
Jharkhand,ER,23.80039349,86.41998572,2019-07-20,21.9
Odisha,ER,19.82042971,85.90001746,2019-07-20,81.6
West Bengal,ER,22.58039044,88.32994665,2019-07-20,136.7
Sikkim,ER,27.3333303,88.6166475,2019-07-20,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-20,2.0
Assam,NER,26.7499809,94.21666744,2019-07-20,22.3
Manipur,NER,24.79997072,93.95001705,2019-07-20,2.4
Meghalaya,NER,25.57049217,91.8800142,2019-07-20,5.8
Mizoram,NER,23.71039899,92.72001461,2019-07-20,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-20,2.1
Tripura,NER,23.83540428,91.27999914,2019-07-20,3.8
Punjab,NR,31.51997398,75.98000281,2019-07-21,114.6
Haryana,NR,28.45000633,77.01999101,2019-07-21,109.1
Rajasthan,NR,26.44999921,74.63998124,2019-07-21,199.1
Delhi,NR,28.6699929,77.23000403,2019-07-21,54.4
UP,NR,27.59998069,78.05000565,2019-07-21,268.5
Uttarakhand,NR,30.32040895,78.05000565,2019-07-21,27.3
HP,NR,31.10002545,77.16659704,2019-07-21,21.7
J&K,NR,33.45,76.24,2019-07-21,40.9
Chandigarh,NR,30.71999697,76.78000565,2019-07-21,3.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-21,79.3
Gujarat,WR,22.2587,71.1924,2019-07-21,300.0
MP,WR,21.30039105,76.13001949,2019-07-21,193.0
Maharashtra,WR,19.25023195,73.16017493,2019-07-21,439.2
Goa,WR,15.491997,73.81800065,2019-07-21,9.9
DNH,WR,20.26657819,73.0166178,2019-07-21,14.0
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-21,196.4
Telangana,SR,18.1124,79.0193,2019-07-21,225.6
Karnataka,SR,12.57038129,76.91999711,2019-07-21,248.4
Kerala,SR,8.900372741,76.56999263,2019-07-21,82.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-21,347.6
Pondy,SR,11.93499371,79.83000037,2019-07-21,8.2
Bihar,ER,25.78541445,87.4799727,2019-07-21,74.6
Jharkhand,ER,23.80039349,86.41998572,2019-07-21,21.2
Odisha,ER,19.82042971,85.90001746,2019-07-21,80.0
West Bengal,ER,22.58039044,88.32994665,2019-07-21,136.4
Sikkim,ER,27.3333303,88.6166475,2019-07-21,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-21,2.0
Assam,NER,26.7499809,94.21666744,2019-07-21,21.2
Manipur,NER,24.79997072,93.95001705,2019-07-21,2.7
Meghalaya,NER,25.57049217,91.8800142,2019-07-21,5.7
Mizoram,NER,23.71039899,92.72001461,2019-07-21,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-21,2.0
Tripura,NER,23.83540428,91.27999914,2019-07-21,3.8
Punjab,NR,31.51997398,75.98000281,2019-07-22,119.6
Haryana,NR,28.45000633,77.01999101,2019-07-22,114.1
Rajasthan,NR,26.44999921,74.63998124,2019-07-22,208.2
Delhi,NR,28.6699929,77.23000403,2019-07-22,57.9
UP,NR,27.59998069,78.05000565,2019-07-22,267.7
Uttarakhand,NR,30.32040895,78.05000565,2019-07-22,32.3
HP,NR,31.10002545,77.16659704,2019-07-22,25.5
J&K,NR,33.45,76.24,2019-07-22,45.7
Chandigarh,NR,30.71999697,76.78000565,2019-07-22,2.9
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-22,87.3
Gujarat,WR,22.2587,71.1924,2019-07-22,333.3
MP,WR,21.30039105,76.13001949,2019-07-22,198.8
Maharashtra,WR,19.25023195,73.16017493,2019-07-22,460.8
Goa,WR,15.491997,73.81800065,2019-07-22,11.7
DNH,WR,20.26657819,73.0166178,2019-07-22,17.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-22,200.7
Telangana,SR,18.1124,79.0193,2019-07-22,224.6
Karnataka,SR,12.57038129,76.91999711,2019-07-22,249.4
Kerala,SR,8.900372741,76.56999263,2019-07-22,82.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-22,349.2
Pondy,SR,11.93499371,79.83000037,2019-07-22,8.7
Bihar,ER,25.78541445,87.4799727,2019-07-22,75.5
Jharkhand,ER,23.80039349,86.41998572,2019-07-22,22.6
Odisha,ER,19.82042971,85.90001746,2019-07-22,83.3
West Bengal,ER,22.58039044,88.32994665,2019-07-22,140.5
Sikkim,ER,27.3333303,88.6166475,2019-07-22,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-22,2.0
Assam,NER,26.7499809,94.21666744,2019-07-22,21.7
Manipur,NER,24.79997072,93.95001705,2019-07-22,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-07-22,6.1
Mizoram,NER,23.71039899,92.72001461,2019-07-22,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-22,2.0
Tripura,NER,23.83540428,91.27999914,2019-07-22,4.0
Punjab,NR,31.51997398,75.98000281,2019-07-23,117.9
Haryana,NR,28.45000633,77.01999101,2019-07-23,113.6
Rajasthan,NR,26.44999921,74.63998124,2019-07-23,211.1
Delhi,NR,28.6699929,77.23000403,2019-07-23,58.2
UP,NR,27.59998069,78.05000565,2019-07-23,279.9
Uttarakhand,NR,30.32040895,78.05000565,2019-07-23,33.0
HP,NR,31.10002545,77.16659704,2019-07-23,24.6
J&K,NR,33.45,76.24,2019-07-23,46.4
Chandigarh,NR,30.71999697,76.78000565,2019-07-23,2.7
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-23,91.3
Gujarat,WR,22.2587,71.1924,2019-07-23,333.7
MP,WR,21.30039105,76.13001949,2019-07-23,200.9
Maharashtra,WR,19.25023195,73.16017493,2019-07-23,452.0
Goa,WR,15.491997,73.81800065,2019-07-23,12.4
DNH,WR,20.26657819,73.0166178,2019-07-23,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-23,195.8
Telangana,SR,18.1124,79.0193,2019-07-23,222.0
Karnataka,SR,12.57038129,76.91999711,2019-07-23,240.6
Kerala,SR,8.900372741,76.56999263,2019-07-23,77.5
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-23,328.1
Pondy,SR,11.93499371,79.83000037,2019-07-23,8.0
Bihar,ER,25.78541445,87.4799727,2019-07-23,77.1
Jharkhand,ER,23.80039349,86.41998572,2019-07-23,22.9
Odisha,ER,19.82042971,85.90001746,2019-07-23,84.9
West Bengal,ER,22.58039044,88.32994665,2019-07-23,137.4
Sikkim,ER,27.3333303,88.6166475,2019-07-23,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-23,1.9
Assam,NER,26.7499809,94.21666744,2019-07-23,23.2
Manipur,NER,24.79997072,93.95001705,2019-07-23,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-07-23,5.9
Mizoram,NER,23.71039899,92.72001461,2019-07-23,1.7
Nagaland,NER,25.6669979,94.11657019,2019-07-23,2.1
Tripura,NER,23.83540428,91.27999914,2019-07-23,3.9
Punjab,NR,31.51997398,75.98000281,2019-07-24,96.6
Haryana,NR,28.45000633,77.01999101,2019-07-24,115.0
Rajasthan,NR,26.44999921,74.63998124,2019-07-24,217.7
Delhi,NR,28.6699929,77.23000403,2019-07-24,64.2
UP,NR,27.59998069,78.05000565,2019-07-24,256.7
Uttarakhand,NR,30.32040895,78.05000565,2019-07-24,36.6
HP,NR,31.10002545,77.16659704,2019-07-24,29.0
J&K,NR,33.45,76.24,2019-07-24,47.8
Chandigarh,NR,30.71999697,76.78000565,2019-07-24,3.5
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-24,84.3
Gujarat,WR,22.2587,71.1924,2019-07-24,324.5
MP,WR,21.30039105,76.13001949,2019-07-24,218.2
Maharashtra,WR,19.25023195,73.16017493,2019-07-24,419.4
Goa,WR,15.491997,73.81800065,2019-07-24,11.9
DNH,WR,20.26657819,73.0166178,2019-07-24,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-24,190.1
Telangana,SR,18.1124,79.0193,2019-07-24,195.8
Karnataka,SR,12.57038129,76.91999711,2019-07-24,220.3
Kerala,SR,8.900372741,76.56999263,2019-07-24,72.7
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-24,319.7
Pondy,SR,11.93499371,79.83000037,2019-07-24,7.5
Bihar,ER,25.78541445,87.4799727,2019-07-24,70.0
Jharkhand,ER,23.80039349,86.41998572,2019-07-24,22.0
Odisha,ER,19.82042971,85.90001746,2019-07-24,74.6
West Bengal,ER,22.58039044,88.32994665,2019-07-24,120.4
Sikkim,ER,27.3333303,88.6166475,2019-07-24,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-24,2.2
Assam,NER,26.7499809,94.21666744,2019-07-24,20.9
Manipur,NER,24.79997072,93.95001705,2019-07-24,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-07-24,6.3
Mizoram,NER,23.71039899,92.72001461,2019-07-24,1.7
Nagaland,NER,25.6669979,94.11657019,2019-07-24,2.2
Tripura,NER,23.83540428,91.27999914,2019-07-24,3.9
Punjab,NR,31.51997398,75.98000281,2019-07-25,96.3
Haryana,NR,28.45000633,77.01999101,2019-07-25,116.6
Rajasthan,NR,26.44999921,74.63998124,2019-07-25,232.5
Delhi,NR,28.6699929,77.23000403,2019-07-25,65.0
UP,NR,27.59998069,78.05000565,2019-07-25,257.1
Uttarakhand,NR,30.32040895,78.05000565,2019-07-25,36.1
HP,NR,31.10002545,77.16659704,2019-07-25,27.3
J&K,NR,33.45,76.24,2019-07-25,47.9
Chandigarh,NR,30.71999697,76.78000565,2019-07-25,3.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-25,84.5
Gujarat,WR,22.2587,71.1924,2019-07-25,327.9
MP,WR,21.30039105,76.13001949,2019-07-25,223.4
Maharashtra,WR,19.25023195,73.16017493,2019-07-25,425.1
Goa,WR,15.491997,73.81800065,2019-07-25,11.9
DNH,WR,20.26657819,73.0166178,2019-07-25,18.0
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-25,192.8
Telangana,SR,18.1124,79.0193,2019-07-25,203.3
Karnataka,SR,12.57038129,76.91999711,2019-07-25,233.1
Kerala,SR,8.900372741,76.56999263,2019-07-25,75.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-25,330.9
Pondy,SR,11.93499371,79.83000037,2019-07-25,7.8
Bihar,ER,25.78541445,87.4799727,2019-07-25,68.5
Jharkhand,ER,23.80039349,86.41998572,2019-07-25,22.9
Odisha,ER,19.82042971,85.90001746,2019-07-25,76.8
West Bengal,ER,22.58039044,88.32994665,2019-07-25,127.1
Sikkim,ER,27.3333303,88.6166475,2019-07-25,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-25,2.2
Assam,NER,26.7499809,94.21666744,2019-07-25,21.9
Manipur,NER,24.79997072,93.95001705,2019-07-25,2.3
Meghalaya,NER,25.57049217,91.8800142,2019-07-25,6.7
Mizoram,NER,23.71039899,92.72001461,2019-07-25,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-25,2.2
Tripura,NER,23.83540428,91.27999914,2019-07-25,4.0
Punjab,NR,31.51997398,75.98000281,2019-07-26,101.0
Haryana,NR,28.45000633,77.01999101,2019-07-26,116.2
Rajasthan,NR,26.44999921,74.63998124,2019-07-26,231.1
Delhi,NR,28.6699929,77.23000403,2019-07-26,65.3
UP,NR,27.59998069,78.05000565,2019-07-26,261.5
Uttarakhand,NR,30.32040895,78.05000565,2019-07-26,37.7
HP,NR,31.10002545,77.16659704,2019-07-26,29.0
J&K,NR,33.45,76.24,2019-07-26,47.6
Chandigarh,NR,30.71999697,76.78000565,2019-07-26,3.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-26,88.5
Gujarat,WR,22.2587,71.1924,2019-07-26,329.9
MP,WR,21.30039105,76.13001949,2019-07-26,227.2
Maharashtra,WR,19.25023195,73.16017493,2019-07-26,436.2
Goa,WR,15.491997,73.81800065,2019-07-26,11.8
DNH,WR,20.26657819,73.0166178,2019-07-26,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-26,187.7
Telangana,SR,18.1124,79.0193,2019-07-26,205.3
Karnataka,SR,12.57038129,76.91999711,2019-07-26,234.9
Kerala,SR,8.900372741,76.56999263,2019-07-26,76.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-26,326.0
Pondy,SR,11.93499371,79.83000037,2019-07-26,7.7
Bihar,ER,25.78541445,87.4799727,2019-07-26,69.4
Jharkhand,ER,23.80039349,86.41998572,2019-07-26,22.1
Odisha,ER,19.82042971,85.90001746,2019-07-26,77.0
West Bengal,ER,22.58039044,88.32994665,2019-07-26,116.3
Sikkim,ER,27.3333303,88.6166475,2019-07-26,1.0
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-26,2.2
Assam,NER,26.7499809,94.21666744,2019-07-26,22.2
Manipur,NER,24.79997072,93.95001705,2019-07-26,2.9
Meghalaya,NER,25.57049217,91.8800142,2019-07-26,6.5
Mizoram,NER,23.71039899,92.72001461,2019-07-26,1.7
Nagaland,NER,25.6669979,94.11657019,2019-07-26,2.1
Tripura,NER,23.83540428,91.27999914,2019-07-26,3.8
Punjab,NR,31.51997398,75.98000281,2019-07-27,97.9
Haryana,NR,28.45000633,77.01999101,2019-07-27,113.4
Rajasthan,NR,26.44999921,74.63998124,2019-07-27,233.4
Delhi,NR,28.6699929,77.23000403,2019-07-27,65.0
UP,NR,27.59998069,78.05000565,2019-07-27,263.7
Uttarakhand,NR,30.32040895,78.05000565,2019-07-27,37.0
HP,NR,31.10002545,77.16659704,2019-07-27,30.8
J&K,NR,33.45,76.24,2019-07-27,42.9
Chandigarh,NR,30.71999697,76.78000565,2019-07-27,3.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-27,91.1
Gujarat,WR,22.2587,71.1924,2019-07-27,335.8
MP,WR,21.30039105,76.13001949,2019-07-27,222.8
Maharashtra,WR,19.25023195,73.16017493,2019-07-27,442.4
Goa,WR,15.491997,73.81800065,2019-07-27,11.2
DNH,WR,20.26657819,73.0166178,2019-07-27,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-27,193.6
Telangana,SR,18.1124,79.0193,2019-07-27,205.5
Karnataka,SR,12.57038129,76.91999711,2019-07-27,231.5
Kerala,SR,8.900372741,76.56999263,2019-07-27,76.9
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-27,323.0
Pondy,SR,11.93499371,79.83000037,2019-07-27,7.7
Bihar,ER,25.78541445,87.4799727,2019-07-27,71.1
Jharkhand,ER,23.80039349,86.41998572,2019-07-27,23.0
Odisha,ER,19.82042971,85.90001746,2019-07-27,78.0
West Bengal,ER,22.58039044,88.32994665,2019-07-27,137.0
Sikkim,ER,27.3333303,88.6166475,2019-07-27,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-27,2.2
Assam,NER,26.7499809,94.21666744,2019-07-27,23.6
Manipur,NER,24.79997072,93.95001705,2019-07-27,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-07-27,6.5
Mizoram,NER,23.71039899,92.72001461,2019-07-27,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-27,2.2
Tripura,NER,23.83540428,91.27999914,2019-07-27,3.8
Punjab,NR,31.51997398,75.98000281,2019-07-28,102.1
Haryana,NR,28.45000633,77.01999101,2019-07-28,118.2
Rajasthan,NR,26.44999921,74.63998124,2019-07-28,235.0
Delhi,NR,28.6699929,77.23000403,2019-07-28,65.6
UP,NR,27.59998069,78.05000565,2019-07-28,263.8
Uttarakhand,NR,30.32040895,78.05000565,2019-07-28,37.4
HP,NR,31.10002545,77.16659704,2019-07-28,27.5
J&K,NR,33.45,76.24,2019-07-28,43.0
Chandigarh,NR,30.71999697,76.78000565,2019-07-28,3.4
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-28,92.1
Gujarat,WR,22.2587,71.1924,2019-07-28,335.9
MP,WR,21.30039105,76.13001949,2019-07-28,231.0
Maharashtra,WR,19.25023195,73.16017493,2019-07-28,443.5
Goa,WR,15.491997,73.81800065,2019-07-28,10.9
DNH,WR,20.26657819,73.0166178,2019-07-28,18.4
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-28,192.6
Telangana,SR,18.1124,79.0193,2019-07-28,212.4
Karnataka,SR,12.57038129,76.91999711,2019-07-28,229.0
Kerala,SR,8.900372741,76.56999263,2019-07-28,75.1
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-28,321.0
Pondy,SR,11.93499371,79.83000037,2019-07-28,7.8
Bihar,ER,25.78541445,87.4799727,2019-07-28,73.0
Jharkhand,ER,23.80039349,86.41998572,2019-07-28,22.3
Odisha,ER,19.82042971,85.90001746,2019-07-28,80.6
West Bengal,ER,22.58039044,88.32994665,2019-07-28,139.4
Sikkim,ER,27.3333303,88.6166475,2019-07-28,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-28,2.2
Assam,NER,26.7499809,94.21666744,2019-07-28,23.4
Manipur,NER,24.79997072,93.95001705,2019-07-28,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-07-28,6.4
Mizoram,NER,23.71039899,92.72001461,2019-07-28,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-28,2.2
Tripura,NER,23.83540428,91.27999914,2019-07-28,3.6
Punjab,NR,31.51997398,75.98000281,2019-07-29,102.4
Haryana,NR,28.45000633,77.01999101,2019-07-29,119.6
Rajasthan,NR,26.44999921,74.63998124,2019-07-29,235.3
Delhi,NR,28.6699929,77.23000403,2019-07-29,61.1
UP,NR,27.59998069,78.05000565,2019-07-29,265.3
Uttarakhand,NR,30.32040895,78.05000565,2019-07-29,37.2
HP,NR,31.10002545,77.16659704,2019-07-29,28.3
J&K,NR,33.45,76.24,2019-07-29,43.4
Chandigarh,NR,30.71999697,76.78000565,2019-07-29,3.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-29,92.2
Gujarat,WR,22.2587,71.1924,2019-07-29,328.5
MP,WR,21.30039105,76.13001949,2019-07-29,232.4
Maharashtra,WR,19.25023195,73.16017493,2019-07-29,441.3
Goa,WR,15.491997,73.81800065,2019-07-29,10.9
DNH,WR,20.26657819,73.0166178,2019-07-29,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-29,191.9
Telangana,SR,18.1124,79.0193,2019-07-29,211.4
Karnataka,SR,12.57038129,76.91999711,2019-07-29,228.6
Kerala,SR,8.900372741,76.56999263,2019-07-29,74.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-29,318.7
Pondy,SR,11.93499371,79.83000037,2019-07-29,7.8
Bihar,ER,25.78541445,87.4799727,2019-07-29,70.6
Jharkhand,ER,23.80039349,86.41998572,2019-07-29,22.9
Odisha,ER,19.82042971,85.90001746,2019-07-29,83.1
West Bengal,ER,22.58039044,88.32994665,2019-07-29,139.5
Sikkim,ER,27.3333303,88.6166475,2019-07-29,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-29,2.2
Assam,NER,26.7499809,94.21666744,2019-07-29,23.9
Manipur,NER,24.79997072,93.95001705,2019-07-29,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-07-29,6.3
Mizoram,NER,23.71039899,92.72001461,2019-07-29,2.0
Nagaland,NER,25.6669979,94.11657019,2019-07-29,2.1
Tripura,NER,23.83540428,91.27999914,2019-07-29,3.9
Punjab,NR,31.51997398,75.98000281,2019-07-30,98.4
Haryana,NR,28.45000633,77.01999101,2019-07-30,110.4
Rajasthan,NR,26.44999921,74.63998124,2019-07-30,231.4
Delhi,NR,28.6699929,77.23000403,2019-07-30,59.2
UP,NR,27.59998069,78.05000565,2019-07-30,263.6
Uttarakhand,NR,30.32040895,78.05000565,2019-07-30,34.4
HP,NR,31.10002545,77.16659704,2019-07-30,24.7
J&K,NR,33.45,76.24,2019-07-30,42.3
Chandigarh,NR,30.71999697,76.78000565,2019-07-30,3.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-30,92.7
Gujarat,WR,22.2587,71.1924,2019-07-30,313.7
MP,WR,21.30039105,76.13001949,2019-07-30,229.2
Maharashtra,WR,19.25023195,73.16017493,2019-07-30,424.4
Goa,WR,15.491997,73.81800065,2019-07-30,10.9
DNH,WR,20.26657819,73.0166178,2019-07-30,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-30,190.2
Telangana,SR,18.1124,79.0193,2019-07-30,209.9
Karnataka,SR,12.57038129,76.91999711,2019-07-30,215.4
Kerala,SR,8.900372741,76.56999263,2019-07-30,68.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-30,294.7
Pondy,SR,11.93499371,79.83000037,2019-07-30,7.2
Bihar,ER,25.78541445,87.4799727,2019-07-30,73.1
Jharkhand,ER,23.80039349,86.41998572,2019-07-30,23.7
Odisha,ER,19.82042971,85.90001746,2019-07-30,82.0
West Bengal,ER,22.58039044,88.32994665,2019-07-30,131.2
Sikkim,ER,27.3333303,88.6166475,2019-07-30,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-30,2.0
Assam,NER,26.7499809,94.21666744,2019-07-30,22.6
Manipur,NER,24.79997072,93.95001705,2019-07-30,2.1
Meghalaya,NER,25.57049217,91.8800142,2019-07-30,6.1
Mizoram,NER,23.71039899,92.72001461,2019-07-30,1.8
Nagaland,NER,25.6669979,94.11657019,2019-07-30,1.9
Tripura,NER,23.83540428,91.27999914,2019-07-30,3.9
Punjab,NR,31.51997398,75.98000281,2019-07-31,232.0
Haryana,NR,28.45000633,77.01999101,2019-07-31,169.4
Rajasthan,NR,26.44999921,74.63998124,2019-07-31,235.1
Delhi,NR,28.6699929,77.23000403,2019-07-31,114.8
UP,NR,27.59998069,78.05000565,2019-07-31,405.1
Uttarakhand,NR,30.32040895,78.05000565,2019-07-31,41.8
HP,NR,31.10002545,77.16659704,2019-07-31,29.0
J&K,NR,33.45,76.24,2019-07-31,49.3
Chandigarh,NR,30.71999697,76.78000565,2019-07-31,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-07-31,83.8
Gujarat,WR,22.2587,71.1924,2019-07-31,330.9
MP,WR,21.30039105,76.13001949,2019-07-31,195.0
Maharashtra,WR,19.25023195,73.16017493,2019-07-31,473.9
Goa,WR,15.491997,73.81800065,2019-07-31,11.5
DNH,WR,20.26657819,73.0166178,2019-07-31,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,2019-07-31,193.4
Telangana,SR,18.1124,79.0193,2019-07-31,166.1
Karnataka,SR,12.57038129,76.91999711,2019-07-31,218.2
Kerala,SR,8.900372741,76.56999263,2019-07-31,75.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-07-31,347.5
Pondy,SR,11.93499371,79.83000037,2019-07-31,8.9
Bihar,ER,25.78541445,87.4799727,2019-07-31,108.7
Jharkhand,ER,23.80039349,86.41998572,2019-07-31,27.2
Odisha,ER,19.82042971,85.90001746,2019-07-31,87.4
West Bengal,ER,22.58039044,88.32994665,2019-07-31,187.7
Sikkim,ER,27.3333303,88.6166475,2019-07-31,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-07-31,2.4
Assam,NER,26.7499809,94.21666744,2019-07-31,30.2
Manipur,NER,24.79997072,93.95001705,2019-07-31,2.3
Meghalaya,NER,25.57049217,91.8800142,2019-07-31,5.1
Mizoram,NER,23.71039899,92.72001461,2019-07-31,1.5
Nagaland,NER,25.6669979,94.11657019,2019-07-31,2.3
Tripura,NER,23.83540428,91.27999914,2019-07-31,5.0
Punjab,NR,31.51997398,75.98000281,2019-08-01,206.1
Haryana,NR,28.45000633,77.01999101,2019-08-01,140.6
Rajasthan,NR,26.44999921,74.63998124,2019-08-01,223.7
Delhi,NR,28.6699929,77.23000403,2019-08-01,99.3
UP,NR,27.59998069,78.05000565,2019-08-01,384.1
Uttarakhand,NR,30.32040895,78.05000565,2019-08-01,42.6
HP,NR,31.10002545,77.16659704,2019-08-01,29.4
J&K,NR,33.45,76.24,2019-08-01,44.9
Chandigarh,NR,30.71999697,76.78000565,2019-08-01,5.5
Chhattisgarh,WR,22.09042035,82.15998734,2019-08-01,87.9
Gujarat,WR,22.2587,71.1924,2019-08-01,316.1
MP,WR,21.30039105,76.13001949,2019-08-01,202.7
Maharashtra,WR,19.25023195,73.16017493,2019-08-01,476.8
Goa,WR,15.491997,73.81800065,2019-08-01,11.5
DNH,WR,20.26657819,73.0166178,2019-08-01,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-01,197.0
Telangana,SR,18.1124,79.0193,2019-08-01,171.0
Karnataka,SR,12.57038129,76.91999711,2019-08-01,217.5
Kerala,SR,8.900372741,76.56999263,2019-08-01,75.8
Tamil Nadu,SR,12.92038576,79.15004187,2019-08-01,354.1
Pondy,SR,11.93499371,79.83000037,2019-08-01,9.2
Bihar,ER,25.78541445,87.4799727,2019-08-01,106.4
Jharkhand,ER,23.80039349,86.41998572,2019-08-01,27.3
Odisha,ER,19.82042971,85.90001746,2019-08-01,82.8
West Bengal,ER,22.58039044,88.32994665,2019-08-01,176.5
Sikkim,ER,27.3333303,88.6166475,2019-08-01,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-01,2.4
Assam,NER,26.7499809,94.21666744,2019-08-01,32.7
Manipur,NER,24.79997072,93.95001705,2019-08-01,2.3
Meghalaya,NER,25.57049217,91.8800142,2019-08-01,5.7
Mizoram,NER,23.71039899,92.72001461,2019-08-01,1.5
